BODEGA;NOMBRE TIENDA;FECHA RECEPCION;N DOC TPV;GUIA ENVIO CD;GUIA CIERRE TIENDA;BODEGA ORIGEN;FECHA GUIA ENVIO;CANT ENVIADA;CANT RECEP TPV;CANT RECEP TIENDA;FALTANTE CON GUIA;SOBRANTE CON GUIA;SOBRANTE SIN GUIA;DIFERENCIA NETA;ESTADO
BTRT063;TIENDA OUTLET DIB RANCAGUA;06-05-2026;117;20044192;270004099;BBCE900;05-05-2026;47;47;47;0;0;0;0;OK
BTRT063;TIENDA OUTLET DIB RANCAGUA;06-05-2026;118;20044142;270004100;BBCE900;05-05-2026;7;7;7;0;0;0;0;OK
BTIE009;TIENDA TBC MALL PLAZA NORTE;07-05-2026;2464;;150002730;SIN GUIA SAP;;0;1;0;0;0;1;-1;SIN GUIA SAP - VERIFICAR ORIGEN
BTIE057;TIENDA TBC MALL PLAZA AMERICA RANCAGUA;07-05-2026;275;;270004122;SIN GUIA SAP;;0;7;0;0;0;7;-7;SIN GUIA SAP - VERIFICAR ORIGEN
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;858;20044183;60003376;BBCE900;05-05-2026;157;157;157;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;859;20044343;60003377;BBCE900;06-05-2026;78;78;78;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;860;20044306;60003378;BBCE900;06-05-2026;13;13;13;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;861;20044253;60003379;BBCE900;06-05-2026;17;17;17;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;862;20044293;60003380;BBCE900;06-05-2026;8;8;8;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;863;20044261;60003381;BBCE900;06-05-2026;53;53;53;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;864;20044271;60003382;BBCE900;06-05-2026;32;32;32;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;865;20044217;60003383;BBCE900;05-05-2026;56;56;56;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;866;20044277;60003384;BBCE900;06-05-2026;35;35;35;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;867;20044344;60003385;BBCE900;06-05-2026;85;85;85;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;868;20044252;60003386;BBCE900;06-05-2026;38;38;38;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;869;20044211;60003387;BBCE900;05-05-2026;62;62;62;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;870;20044212;60003388;BBCE900;05-05-2026;57;57;57;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;871;20044169;60003389;BBCE900;05-05-2026;49;49;49;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;872;20044168;60003390;BBCE900;05-05-2026;54;54;54;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;873;20044214;60003391;BBCE900;05-05-2026;38;38;38;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;874;20044155;60003392;BBCE900;05-05-2026;53;53;53;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;875;20044216;60003393;BBCE900;05-05-2026;33;33;33;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;876;20044213;60003394;BBCE900;05-05-2026;59;58;58;1;0;0;1;REPORTAR - FALTANTE
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;878;20044215;60003395;BBCE900;05-05-2026;47;47;47;0;0;0;0;OK
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;07-05-2026;879;20044220;60003396;BBCE900;05-05-2026;74;74;74;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;07-05-2026;88;20044288;70002134;BBCE900;06-05-2026;8;8;8;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;07-05-2026;89;20044242;70002135;BBCE900;06-05-2026;7;7;7;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;07-05-2026;90;20044260;70002136;BBCE900;06-05-2026;56;56;56;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;07-05-2026;91;20044262;70002137;BBCE900;06-05-2026;14;14;14;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;07-05-2026;92;20044270;70002138;BBCE900;06-05-2026;62;62;62;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;07-05-2026;93;20044345;70002139;BBCE900;06-05-2026;39;39;39;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;07-05-2026;94;20044263;70002140;BBCE900;06-05-2026;28;28;28;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;07-05-2026;2494;20044278;130004504;BBCE900;06-05-2026;5;5;5;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;07-05-2026;2495;20044274;130004505;BBCE900;06-05-2026;9;9;9;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;07-05-2026;2496;20044275;130004506;BBCE900;06-05-2026;11;11;11;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;07-05-2026;2497;20044349;130004507;BBCE900;06-05-2026;78;78;78;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;07-05-2026;2498;20044273;130004508;BBCE900;06-05-2026;11;11;11;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;07-05-2026;2499;20044202;130004509;BBCE900;05-05-2026;7;7;7;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;07-05-2026;2500;20044206;130004510;BBCE900;05-05-2026;12;12;12;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;07-05-2026;2501;20044205;130004511;BBCE900;05-05-2026;22;22;22;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;07-05-2026;2502;20044157;130004512;BBCE900;05-05-2026;9;9;9;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;07-05-2026;2503;20044164;130004513;BBCE900;05-05-2026;41;41;41;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;07-05-2026;2504;20044198;130004514;BBCE900;05-05-2026;48;48;48;0;0;0;0;OK
BTRT009;TIENDA TBC MALL PLAZA NORTE;07-05-2026;2464;20044255;150002730;BBCE900;06-05-2026;24;23;23;1;0;0;1;REPORTAR - FALTANTE
BTRT009;TIENDA TBC MALL PLAZA NORTE;07-05-2026;2465;20044279;150002731;BBCE900;06-05-2026;97;97;97;0;0;0;0;OK
BTRT009;TIENDA TBC MALL PLAZA NORTE;07-05-2026;2466;20044304;150002732;BBCE900;06-05-2026;33;33;33;0;0;0;0;OK
BTRT009;TIENDA TBC MALL PLAZA NORTE;07-05-2026;2467;20044250;150002733;BBCE900;06-05-2026;36;36;36;0;0;0;0;OK
BTRT009;TIENDA TBC MALL PLAZA NORTE;07-05-2026;2468;20044249;150002734;BBCE900;06-05-2026;16;16;16;0;0;0;0;OK
BTRT009;TIENDA TBC MALL PLAZA NORTE;07-05-2026;2469;20044248;150002737;BBCE900;06-05-2026;24;24;24;0;0;0;0;OK
BTRT009;TIENDA TBC MALL PLAZA NORTE;07-05-2026;2470;20044284;150002735;BBCE900;06-05-2026;40;40;40;0;0;0;0;OK
BTRT009;TIENDA TBC MALL PLAZA NORTE;07-05-2026;2471;20044303;150002736;BBCE900;06-05-2026;19;19;19;0;0;0;0;OK
BTRT009;TIENDA TBC MALL PLAZA NORTE;07-05-2026;2472;20044351;150002738;BBCE900;06-05-2026;39;39;39;0;0;0;0;OK
BTRT009;TIENDA TBC MALL PLAZA NORTE;07-05-2026;2473;20044257;150002739;BBCE900;06-05-2026;57;57;57;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;07-05-2026;3748;20039034;230004159;BBCE900;13-12-2025;38;38;38;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;07-05-2026;3749;20037617;;BBCE900;21-11-2025;25;25;0;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;07-05-2026;3750;150002580;230004160;BTIE009;19-03-2026;43;43;43;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;07-05-2026;3751;20044283;230004161;BBCE900;06-05-2026;48;48;48;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;07-05-2026;3752;20044365;230004162;BBCE900;06-05-2026;39;39;39;0;0;0;0;OK
BTRT044;TIENDA TBC MALL ARAUCO CORONEL;07-05-2026;1339;20044043;250003983;BBCE900;30-04-2026;68;68;68;0;0;0;0;OK
BTRT044;TIENDA TBC MALL ARAUCO CORONEL;07-05-2026;1340;20044084;250003987;BBCE900;04-05-2026;16;16;16;0;0;0;0;OK
BTRT044;TIENDA TBC MALL ARAUCO CORONEL;07-05-2026;1341;20044102;250003985;BBCE900;04-05-2026;171;171;171;0;0;0;0;OK
BTRT044;TIENDA TBC MALL ARAUCO CORONEL;07-05-2026;1342;20044113;250003986;BBCE900;04-05-2026;288;288;288;0;0;0;0;OK
BTRT044;TIENDA TBC MALL ARAUCO CORONEL;07-05-2026;1343;20044170;250003984;BBCE900;05-05-2026;11;11;11;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;765;20044328;270004109;BBCE900;06-05-2026;41;41;41;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;766;20044295;270004112;BBCE900;06-05-2026;36;36;36;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;767;20044332;270004114;BBCE900;06-05-2026;50;50;50;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;768;20044336;270004115;BBCE900;06-05-2026;46;46;46;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;769;20044335;270004116;BBCE900;06-05-2026;84;84;84;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;770;20044331;270004118;BBCE900;06-05-2026;37;37;37;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;771;20044308;270004119;BBCE900;06-05-2026;45;45;45;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;772;20044330;270004120;BBCE900;06-05-2026;38;38;38;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;773;20044307;270004121;BBCE900;06-05-2026;48;48;48;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;774;20044329;270004123;BBCE900;06-05-2026;33;33;33;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;775;20044282;270004125;BBCE900;06-05-2026;40;40;40;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;776;20044361;270004126;BBCE900;06-05-2026;39;39;39;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;777;20044296;270004127;BBCE900;06-05-2026;31;31;31;0;0;0;0;OK
BTRT053;TIENDA TBC OUTLET MAIPU PATIO;07-05-2026;778;20044334;270004128;BBCE900;06-05-2026;52;52;52;0;0;0;0;OK
BTRT057;TIENDA TBC MALL PLAZA AMERICA RANCAGUA;07-05-2026;271;20044339;270004110;BBCE900;06-05-2026;128;128;128;0;0;0;0;OK
BTRT057;TIENDA TBC MALL PLAZA AMERICA RANCAGUA;07-05-2026;272;20044290;270004111;BBCE900;06-05-2026;24;24;24;0;0;0;0;OK
BTRT057;TIENDA TBC MALL PLAZA AMERICA RANCAGUA;07-05-2026;273;20044337;270004113;BBCE900;06-05-2026;39;39;39;0;0;0;0;OK
BTRT057;TIENDA TBC MALL PLAZA AMERICA RANCAGUA;07-05-2026;274;20044342;270004117;BBCE900;06-05-2026;18;18;18;0;0;0;0;OK
BTRT057;TIENDA TBC MALL PLAZA AMERICA RANCAGUA;07-05-2026;275;20044359;270004122;BBCE900;06-05-2026;41;40;40;1;0;0;1;REPORTAR - FALTANTE
BTRT057;TIENDA TBC MALL PLAZA AMERICA RANCAGUA;07-05-2026;276;20044340;270004124;BBCE900;06-05-2026;69;69;69;0;0;0;0;OK
BTRT062;TIENDA OUTLET VIVO PUENTE ALTO;07-05-2026;90;20044338;270004108;BBCE900;06-05-2026;39;39;39;0;0;0;0;OK
BTRT063;TIENDA OUTLET DIB RANCAGUA;07-05-2026;119;20044280;270004104;BBCE900;06-05-2026;14;14;14;0;0;0;0;OK
BTRT063;TIENDA OUTLET DIB RANCAGUA;07-05-2026;120;20044341;270004105;BBCE900;06-05-2026;39;39;39;0;0;0;0;OK
BTRT063;TIENDA OUTLET DIB RANCAGUA;07-05-2026;121;20044276;270004106;BBCE900;06-05-2026;6;6;6;0;0;0;0;OK
BTRT063;TIENDA OUTLET DIB RANCAGUA;07-05-2026;122;20044285;270004107;BBCE900;06-05-2026;8;8;8;0;0;0;0;OK
BTIE005;TIENDA TBC MALL VIVO CENTRO;08-05-2026;95;;70002141;SIN GUIA SAP;;0;0;0;0;0;0;0;SIN GUIA SAP - VERIFICAR ORIGEN
BTIE005;TIENDA TBC MALL VIVO CENTRO;08-05-2026;99;;70002145;SIN GUIA SAP;;0;0;0;0;0;0;0;SIN GUIA SAP - VERIFICAR ORIGEN
BTIE006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1790;;30002750;SIN GUIA SAP;;0;1;0;0;0;1;-1;SIN GUIA SAP - VERIFICAR ORIGEN
BTIE007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2526;;130004535;SIN GUIA SAP;;0;1;0;0;0;1;-1;SIN GUIA SAP - VERIFICAR ORIGEN
BTIE007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2529;;130004539;SIN GUIA SAP;;0;5;0;0;0;5;-5;SIN GUIA SAP - VERIFICAR ORIGEN
BTIE057;TIENDA TBC MALL PLAZA AMERICA RANCAGUA;08-05-2026;278;;270004137;SIN GUIA SAP;;0;0;0;0;0;0;0;SIN GUIA SAP - VERIFICAR ORIGEN
BTRT002;TIENDA TBC OUTLET LA FABRICA PATIO;08-05-2026;880;20044440;60003397;BBCE900;07-05-2026;17;17;17;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;08-05-2026;95;20044244;70002141;BBCE900;06-05-2026;56;56;56;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;08-05-2026;96;20044240;70002142;BBCE900;06-05-2026;54;54;54;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;08-05-2026;97;20044245;70002143;BBCE900;06-05-2026;46;46;46;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;08-05-2026;98;20044241;70002144;BBCE900;06-05-2026;53;53;53;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;08-05-2026;99;20044246;70002145;BBCE900;06-05-2026;54;54;54;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;08-05-2026;100;20044388;70002146;BBCE900;07-05-2026;45;45;45;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;08-05-2026;101;20044459;70002147;BBCE900;07-05-2026;400;400;400;0;0;0;0;OK
BTRT005;TIENDA TBC MALL VIVO CENTRO;08-05-2026;102;20044377;70002148;BBCE900;07-05-2026;112;112;112;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1781;20044347;30002740;BBCE900;06-05-2026;39;39;39;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1782;20044309;30002741;BBCE900;06-05-2026;47;47;47;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1783;20044269;30002742;BBCE900;06-05-2026;51;51;51;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1784;20044310;30002743;BBCE900;06-05-2026;60;60;60;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1785;20044243;30002744;BBCE900;06-05-2026;56;56;56;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1786;20044311;30002745;BBCE900;06-05-2026;47;47;47;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1787;20044179;30002746;BBCE900;05-05-2026;2;2;2;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1788;20044267;30002747;BBCE900;06-05-2026;44;44;44;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1789;20044409;30002748;BBCE900;07-05-2026;51;51;51;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1790;20044370;30002750;BBCE900;07-05-2026;42;41;41;1;0;0;1;REPORTAR - FALTANTE
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1791;20044426;30002749;BBCE900;07-05-2026;49;49;49;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1792;20044381;30002751;BBCE900;07-05-2026;25;25;25;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1793;20044402;30002752;BBCE900;07-05-2026;53;53;53;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1794;20044372;30002753;BBCE900;07-05-2026;39;39;39;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1795;20044247;30002754;BBCE900;06-05-2026;48;48;48;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1796;20044258;30002755;BBCE900;06-05-2026;104;104;104;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1797;20044259;30002756;BBCE900;06-05-2026;115;116;113;2;3;0;-1;REVISAR - FALTANTE Y SOBRANTE CON GUIA
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1798;20044435;30002757;BBCE900;07-05-2026;24;24;24;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1799;20044286;30002758;BBCE900;06-05-2026;16;16;16;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1800;20044427;30002759;BBCE900;07-05-2026;29;29;29;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1801;20044265;30002760;BBCE900;06-05-2026;22;22;22;0;0;0;0;OK
BTRT006;TIENDA TBC MALL ARAUCO MAIPU;08-05-2026;1802;20044256;30002761;BBCE900;06-05-2026;16;16;16;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2505;20044190;130004515;BBCE900;05-05-2026;47;47;47;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2506;20044204;130004516;BBCE900;05-05-2026;39;39;39;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2507;20044156;130004517;BBCE900;05-05-2026;39;39;39;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2508;20044203;130004518;BBCE900;05-05-2026;48;48;48;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2509;20044201;130004537;BBCE900;05-05-2026;10;10;10;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2510;20044153;130004519;BBCE900;05-05-2026;30;30;30;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2511;20044160;130004520;BBCE900;05-05-2026;34;34;34;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2512;20044159;130004521;BBCE900;05-05-2026;50;50;50;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2513;20044158;130004522;BBCE900;05-05-2026;49;49;49;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2514;20044191;130004523;BBCE900;05-05-2026;43;43;43;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2515;20044163;130004524;BBCE900;05-05-2026;33;33;33;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2516;20044188;130004525;BBCE900;05-05-2026;35;35;35;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2517;20044186;130004526;BBCE900;05-05-2026;33;29;29;4;0;0;4;REPORTAR - FALTANTE
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2518;20044189;130004527;BBCE900;05-05-2026;39;39;39;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2519;20044197;130004528;BBCE900;05-05-2026;47;47;47;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2520;20044177;130004529;BBCE900;05-05-2026;2;2;2;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2521;20044196;130004530;BBCE900;05-05-2026;30;25;25;5;0;0;5;REPORTAR - FALTANTE
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2522;20044154;130004531;BBCE900;05-05-2026;15;15;15;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2523;20044167;130004532;BBCE900;05-05-2026;17;17;17;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2524;20044166;130004533;BBCE900;05-05-2026;2;2;2;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2525;20044200;130004534;BBCE900;05-05-2026;13;13;13;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2526;20044165;130004535;BBCE900;05-05-2026;13;12;12;1;0;0;1;REPORTAR - FALTANTE
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2527;20044162;130004536;BBCE900;05-05-2026;13;13;13;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2528;20044161;130004538;BBCE900;05-05-2026;15;15;15;0;0;0;0;OK
BTRT007;TIENDA TBC MALL ARAUCO ESTACION;08-05-2026;2529;20044187;130004539;BBCE900;05-05-2026;41;41;41;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;08-05-2026;3753;20044467;230004163;BBCE900;07-05-2026;39;39;39;0;0;0;0;OK
BTRT019;TIENDA OUTLET TBC EASTON;08-05-2026;3754;20044463;230004164;BBCE900;07-05-2026;800;800;800;0;0;0;0;OK
BTRT044;TIENDA TBC MALL ARAUCO CORONEL;08-05-2026;1344;20044422;250003994;BBCE900;07-05-2026;50;50;50;0;0;0;0;OK
